time_period,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_settlements,pij_lndu_other_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_wetlands,country
10,0.9904169696969692,0.0,0.0,0.0022333590197126645,0.0001121212121212121,0.004699112551234861,0.0005995747368298703,0.0019388627831320156,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.00602131990508145,0.0,0.9878753329507893,0.0,0.0058132508331842515,6.086991545534517e-05,2.8785118313008387e-05,0.00020044127717663024,0.0010349143274584274,0.0,0.0,0.9984901250910899,0.00014015151515151515,4.9515151515151516e-05,9.7795769111946e-05,0.00018749814567308197,0.012391198781442693,0.0,0.0,4.198607561817402e-05,0.9864438970003423,0.0010767374690975522,0.0,4.6180673499313945e-05,0.0031677835100498114,0.0,0.0,5.588059814120647e-05,0.0,0.9966982355385784,9.579073604926959e-06,6.85212796256023e-05,0.0014506501001868152,0.0,0.0,0.0007125047897801603,0.0,5.000033612492542e-05,0.9977868447739081,0.0,0.009471441009682027,0.0,0.0,0.0,0.0,6.250276555912033e-05,0.0,0.9904660562247589,argentina
11,0.9898440909090904,0.0,0.0,0.002500776148711967,0.00011363636363636361,0.004699112551234861,0.0006713663983264551,0.0021710176289997736,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.006016311309431865,0.0,0.9876225063512252,0.0,0.006071348454799811,6.0666154887263325e-05,2.8777751347422364e-05,0.00020038997830841224,0.0010343157104278104,0.0,0.0,0.998488890727476,0.00014204545454545454,4.9454545454545454e-05,9.779564821386606e-05,0.00018749791388221807,0.012386207753115386,0.0,0.0,4.030663259344706e-05,0.9864561684647702,0.001072983702961545,0.0,4.433344655934139e-05,0.0031659511949411,0.0,0.0,5.588070085745356e-05,0.0,0.9967000676074116,9.579091212585503e-06,6.852140557716551e-05,0.0014498110125131807,0.0,0.0,0.0007125053885026837,0.0,5.000037814054109e-05,0.9977876832208437,0.0,0.009465962521518852,0.0,0.0,0.0,0.0,6.250311125401038e-05,0.0,0.9904715343672271,argentina
12,0.9892712121212116,0.0,0.0,0.0027681932777112693,0.00011515151515151512,0.004699112551234861,0.00074315805982304,0.0024031724748675314,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.00601130271378228,0.0,0.9873696797516611,0.0,0.0063294460764153695,6.046239431918147e-05,2.8770384381836345e-05,0.00020033867944019426,0.0010337170933971932,0.0,0.0,0.9984876563638623,0.00014393939393939396,4.93939393939394e-05,9.77955273157861e-05,0.0001874976820913542,0.012381216724788079,0.0,0.0,3.86271895687201e-05,0.9864684399291983,0.0010692299368255383,0.0,4.248621961936883e-05,0.003164118879832389,0.0,0.0,5.588080357370065e-05,0.0,0.9967018996762449,9.579108820244048e-06,6.852153152872872e-05,0.001448971924839546,0.0,0.0,0.0007125059872252072,0.0,5.000042015615677e-05,0.9977885216677791,0.0,0.009460484033355678,0.0,0.0,0.0,0.0,6.250345694890041e-05,0.0,0.9904770125096954,argentina
13,0.9886983333333329,0.0,0.0,0.0030356104067105717,0.00011666666666666664,0.004699112551234861,0.0008149497213196248,0.0026353273207352897,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.006006294118132695,0.0,0.9871168531520971,0.0,0.0065875436980309295,6.025863375109962e-05,2.8763017416250322e-05,0.00020028738057197625,0.0010331184763665761,0.0,0.0,0.9984864220002485,0.00014583333333333335,4.933333333333334e-05,9.779540641770615e-05,0.00018749745030049032,0.012376225696460772,0.0,0.0,3.694774654399314e-05,0.9864807113936264,0.0010654761706895314,0.0,4.063899267939627e-05,0.003162286564723678,0.0,0.0,5.5880906289947745e-05,0.0,0.9967037317450781,9.579126427902592e-06,6.852165748029193e-05,0.0014481328371659114,0.0,0.0,0.0007125065859477306,0.0,5.000046217177245e-05,0.9977893601147146,0.0,0.009455005545192503,0.0,0.0,0.0,0.0,6.250380264379046e-05,0.0,0.9904824906521638,argentina
14,0.9881254545454541,0.0,0.0,0.0033030275357098736,0.00011818181818181815,0.004699112551234861,0.0008867413828162096,0.0028674821666030475,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.00600128552248311,0.0,0.9868640265525329,0.0,0.006845641319646488,6.0054873183017765e-05,2.87556504506643e-05,0.00020023608170375825,0.0010325198593359591,0.0,0.0,0.9984851876366347,0.00014772727272727274,4.9272727272727276e-05,9.77952855196262e-05,0.00018749721850962645,0.012371234668133467,0.0,0.0,3.526830351926617e-05,0.9864929828580543,0.0010617224045535245,0.0,3.8791765739423714e-05,0.0031604542496149663,0.0,0.0,5.588100900619484e-05,0.0,0.9967055638139113,9.579144035561137e-06,6.852178343185515e-05,0.001447293749492277,0.0,0.0,0.0007125071846702539,0.0,5.0000504187388124e-05,0.9977901985616501,0.0,0.009449527057029328,0.0,0.0,0.0,0.0,6.25041483386805e-05,0.0,0.990487968794632,argentina
15,0.9875525757575753,0.0,0.0,0.003570444664709176,0.00011969696969696967,0.004699112551234861,0.0009585330443127946,0.0030996370124708053,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.005996276926833525,0.0,0.9866111999529689,0.0,0.0071037389412620475,5.985111261493591e-05,2.874828348507828e-05,0.00020018478283554027,0.001031921242305342,0.0,0.0,0.998483953273021,0.00014962121212121213,4.9212121212121214e-05,9.779516462154625e-05,0.00018749698671876257,0.01236624363980616,0.0,0.0,3.358886049453922e-05,0.9865052543224824,0.0010579686384175177,0.0,3.694453879945116e-05,0.0031586219345062553,0.0,0.0,5.588111172244193e-05,0.0,0.9967073958827446,9.57916164321968e-06,6.852190938341836e-05,0.0014464546618186422,0.0,0.0,0.0007125077833927773,0.0,5.00005462030038e-05,0.9977910370085856,0.0,0.009444048568866154,0.0,0.0,0.0,0.0,6.250449403357053e-05,0.0,0.9904934469371003,argentina
16,0.9869796969696965,0.0,0.0,0.0038378617937084784,0.00012121212121212118,0.004699112551234861,0.0010303247058093795,0.0033317918583385636,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.005991268331183941,0.0,0.9863583733534047,0.0,0.007361836562877606,5.964735204685406e-05,2.8740916519492257e-05,0.00020013348396732226,0.0010313226252747249,0.0,0.0,0.9984827189094072,0.00015151515151515152,4.915151515151515e-05,9.77950437234663e-05,0.00018749675492789867,0.012361252611478853,0.0,0.0,3.1909417469812255e-05,0.9865175257869103,0.0010542148722815106,0.0,3.5097311859478596e-05,0.003156789619397544,0.0,0.0,5.5881214438689024e-05,0.0,0.9967092279515778,9.579179250878224e-06,6.852203533498157e-05,0.0014456155741450077,0.0,0.0,0.0007125083821153007,0.0,5.000058821861948e-05,0.9977918754555211,0.0,0.00943857008070298,0.0,0.0,0.0,0.0,6.250483972846058e-05,0.0,0.9904989250795686,argentina
17,0.9864068181818177,0.0,0.0,0.00410527892270778,0.0001227272727272727,0.004699112551234861,0.0011021163673059643,0.0035639467042063214,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.0059862597355343555,0.0,0.9861055467538407,0.0,0.007619934184493166,5.9443591478772204e-05,2.8733549553906235e-05,0.00020008218509910426,0.0010307240082441079,0.0,0.0,0.9984814845457934,0.0001534090909090909,4.909090909090909e-05,9.779492282538636e-05,0.0001874965231370348,0.012356261583151546,0.0,0.0,3.0229974445085296e-05,0.9865297972513384,0.0010504611061455038,0.0,3.325008491950605e-05,0.0031549573042888327,0.0,0.0,5.588131715493611e-05,0.0,0.9967110600204111,9.579196858536768e-06,6.852216128654478e-05,0.001444776486471373,0.0,0.0,0.0007125089808378241,0.0,5.0000630234235156e-05,0.9977927139024566,0.0,0.009433091592539805,0.0,0.0,0.0,0.0,6.250518542335062e-05,0.0,0.9905044032220368,argentina
18,0.9858339393939389,0.0,0.0,0.004372696051707083,0.00012424242424242422,0.004699112551234861,0.001173908028802549,0.0037961015500740792,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.00598125113988477,0.0,0.9858527201542766,0.0,0.007878031806108724,5.923983091069035e-05,2.8726182588320215e-05,0.00020003088623088628,0.0010301253912134906,0.0,0.0,0.9984802501821797,0.0001553030303030303,4.903030303030303e-05,9.77948019273064e-05,0.00018749629134617093,0.01235127055482424,0.0,0.0,2.8550531420358334e-05,0.9865420687157664,0.001046707340009497,0.0,3.1402857979533484e-05,0.0031531249891801217,0.0,0.0,5.588141987118321e-05,0.0,0.9967128920892443,9.579214466195313e-06,6.852228723810799e-05,0.0014439373987977385,0.0,0.0,0.0007125095795603475,0.0,5.0000672249850834e-05,0.997793552349392,0.0,0.00942761310437663,0.0,0.0,0.0,0.0,6.250553111824065e-05,0.0,0.9905098813645051,argentina
19,0.9852610606060601,0.0,0.0,0.004640113180706385,0.00012575757575757573,0.004699112551234861,0.001245699690299134,0.004028256395941837,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.005976242544235185,0.0,0.9855998935547124,0.0,0.008136129427724284,5.9036070342608496e-05,2.8718815622734192e-05,0.00019997958736266827,0.0010295267741828736,0.0,0.0,0.9984790158185659,0.0001571969696969697,4.8969696969696974e-05,9.779468102922645e-05,0.00018749605955530705,0.012346279526496935,0.0,0.0,2.687108839563137e-05,0.9865543401801944,0.00104295357387349,0.0,2.9555631039560928e-05,0.00315129267407141,0.0,0.0,5.5881522587430295e-05,0.0,0.9967147241580776,9.579232073853857e-06,6.85224131896712e-05,0.0014430983111241038,0.0,0.0,0.000712510178282871,0.0,5.000071426546651e-05,0.9977943907963276,0.0,0.009422134616213456,0.0,0.0,0.0,0.0,6.25058768131307e-05,0.0,0.9905153595069734,argentina
20,0.9846881818181813,0.0,0.0,0.0049075303097056875,0.00012727272727272723,0.004699112551234861,0.0013174913517957187,0.0042604112418095945,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.0059712339485856,0.0,0.9853470669551484,0.0,0.008394227049339842,5.883230977452664e-05,2.8711448657148173e-05,0.0001999282884944503,0.0010289281571522564,0.0,0.0,0.9984777814549521,0.0001590909090909091,4.890909090909091e-05,9.77945601311465e-05,0.00018749582776444318,0.012341288498169628,0.0,0.0,2.5191645370904412e-05,0.9865666116446224,0.0010391998077374832,0.0,2.7708404099588365e-05,0.003149460358962699,0.0,0.0,5.588162530367739e-05,0.0,0.9967165562269108,9.579249681512401e-06,6.852253914123442e-05,0.0014422592234504693,0.0,0.0,0.0007125107770053943,0.0,5.000075628108219e-05,0.997795229243263,0.0,0.009416656128050281,0.0,0.0,0.0,0.0,6.250622250802073e-05,0.0,0.9905208376494418,argentina
21,0.9841153030303026,0.0,0.0,0.00517494743870499,0.00012878787878787876,0.004699112551234861,0.0013892830132923037,0.004492566087677352,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.005966225352936015,0.0,0.9850942403555843,0.0,0.008652324670955402,5.862854920644479e-05,2.870408169156215e-05,0.0001998769896262323,0.0010283295401216394,0.0,0.0,0.9984765470913384,0.0001609848484848485,4.884848484848485e-05,9.779443923306655e-05,0.0001874955959735793,0.01233629746984232,0.0,0.0,2.3512202346177453e-05,0.9865788831090505,0.0010354460416014764,0.0,2.586117715961581e-05,0.003147628043853988,0.0,0.0,5.588172801992448e-05,0.0,0.9967183882957441,9.579267289170946e-06,6.852266509279763e-05,0.0014414201357768346,0.0,0.0,0.0007125113757279177,0.0,5.0000798296697866e-05,0.9977960676901986,0.0,0.009411177639887107,0.0,0.0,0.0,0.0,6.250656820291078e-05,0.0,0.99052631579191,argentina
22,0.9835424242424238,0.0,0.0,0.005442364567704292,0.00013030303030303028,0.004699112551234861,0.0014610746747888885,0.00472472093354511,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.005961216757286431,0.0,0.9848414137560202,0.0,0.00891042229257096,5.8424788638362936e-05,2.8696714725976128e-05,0.00019982569075801428,0.0010277309230910224,0.0,0.0,0.9984753127277246,0.00016287878787878788,4.878787878787879e-05,9.77943183349866e-05,0.0001874953641827154,0.012331306441515014,0.0,0.0,2.1832759321450487e-05,0.9865911545734785,0.0010316922754654693,0.0,2.4013950219643254e-05,0.0031457957287452766,0.0,0.0,5.5881830736171574e-05,0.0,0.9967202203645773,9.57928489682949e-06,6.852279104436084e-05,0.0014405810481032,0.0,0.0,0.0007125119744504411,0.0,5.000084031231354e-05,0.997796906137134,0.0,0.009405699151723932,0.0,0.0,0.0,0.0,6.250691389780082e-05,0.0,0.9905317939343783,argentina
23,0.982969545454545,0.0,0.0,0.005709781696703595,0.00013181818181818178,0.004699112551234861,0.0015328663362854733,0.004956875779412869,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0014999999999999439,0.0059562081616368456,0.0,0.9845885871564561,0.0,0.00916851991418652,5.822102807028108e-05,2.8689347760390108e-05,0.0001997743918897963,0.0010271323060604051,0.0,0.0,0.9984740783641108,0.00016477272727272727,4.872727272727273e-05,9.779419743690665e-05,0.00018749513239185153,0.012326315413187707,0.0,0.0,2.015331629672353e-05,0.9866034260379065,0.0010279385093294624,0.0,2.216672327967069e-05,0.0031439634136365656,0.0,0.0,5.588193345241866e-05,0.0,0.9967220524334106,9.579302504488033e-06,6.852291699592405e-05,0.0014397419604295653,0.0,0.0,0.0007125125731729645,0.0,5.000088232792922e-05,0.9977977445840696,0.0,0.009400220663560757,0.0,0.0,0.0,0.0,6.250725959269085e-05,0.0,0.9905372720768466,argentina
