croplands_to_croplands,croplands_to_forests_mangroves,croplands_to_forests_primary,croplands_to_forests_secondary,croplands_to_grasslands,croplands_to_other,croplands_to_settlements,croplands_to_wetlands,forests_mangroves_to_croplands,forests_mangroves_to_forests_mangroves,forests_mangroves_to_forests_primary,forests_mangroves_to_forests_secondary,forests_mangroves_to_grasslands,forests_mangroves_to_other,forests_mangroves_to_settlements,forests_mangroves_to_wetlands,forests_primary_to_croplands,forests_primary_to_forests_mangroves,forests_primary_to_forests_primary,forests_primary_to_forests_secondary,forests_primary_to_grasslands,forests_primary_to_other,forests_primary_to_settlements,forests_primary_to_wetlands,forests_secondary_to_croplands,forests_secondary_to_forests_mangroves,forests_secondary_to_forests_primary,forests_secondary_to_forests_secondary,forests_secondary_to_grasslands,forests_secondary_to_other,forests_secondary_to_settlements,forests_secondary_to_wetlands,grasslands_to_croplands,grasslands_to_forests_mangroves,grasslands_to_forests_primary,grasslands_to_forests_secondary,grasslands_to_grasslands,grasslands_to_other,grasslands_to_settlements,grasslands_to_wetlands,other_to_croplands,other_to_forests_mangroves,other_to_forests_primary,other_to_forests_secondary,other_to_grasslands,other_to_other,other_to_settlements,other_to_wetlands,settlements_to_croplands,settlements_to_forests_mangroves,settlements_to_forests_primary,settlements_to_forests_secondary,settlements_to_grasslands,settlements_to_other,settlements_to_settlements,settlements_to_wetlands,wetlands_to_croplands,wetlands_to_forests_mangroves,wetlands_to_forests_primary,wetlands_to_forests_secondary,wetlands_to_grasslands,wetlands_to_other,wetlands_to_settlements,wetlands_to_wetlands,year,country,optimization_bound,design_quality_rank
0.9940860374618697,0.0,0.0,0.0,0.0,0.005913962538130258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008715161745960348,0.0,0.9916284838254039,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009497132546810979,0.0,0.0,0.00022460373483924786,0.9819755502791503,0.007499999999999999,0.00015924395049352925,0.0006434694887059713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,argentina,max_diagonal,4
0.9956983116854164,0.0,0.0,0.0,0.0001,0.004201688314583475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0,0.9915578098943858,0.0,0.003,0.004692190105614218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013365007100996008,0.0,0.0,0.000228726402378757,0.9805907600368297,0.005,0.00015212644530902852,0.0006633800144865572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,argentina,max_diagonal,2
0.9942987822139728,0.0,0.0,0.0,0.0,0.005701217786027223,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914859325181318,0.0,0.0,0.008514067481868233,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9804124321522226,0.01958756784777737,0.0,0.0,0.0,0.0,0.0,0.00019892022133328997,0.0006563530899754009,0.9975,0.0002619479028355366,0.0013827787858557215,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.0,0.9975,2012,argentina,max_diagonal,5
0.9665373483893808,0.0,0.0,0.0,0.0,0.03346265161061882,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991412820694042,0.0,0.0,0.008587179305958004,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9807165360371475,0.01928346396285246,0.0,0.0,-4.336808689942018e-19,0.0,0.0,0.00019615928193764554,0.00016299968531999242,0.9975,0.00027365928190125336,0.0018671817508410515,0.0,0.0,0.0,0.0,0.0,0.002499999999999947,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999999999463,0.0,0.9975,2013,argentina,max_diagonal,7
0.9653788323168467,0.0,0.0,0.0,0.0,0.0346211676831532,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991338442345393,0.0,0.0,0.008661557654607022,-1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9804496652587125,0.019550334741287576,0.0,0.0,0.0,0.0,0.0,0.0001917577394767749,8.552937742337398e-05,0.9975,0.00022796946413487266,0.0019947434189649324,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.0,0.9975,2014,argentina,max_diagonal,7
0.9641372210326337,0.0,0.0,0.0,0.0,0.03586277896736601,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957931827987919,0.0,0.0,0.0040394447853387685,0.00016737241586936,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9801902511703355,0.01980974882966452,0.0,0.0,0.0,0.0,0.0,0.00015231730217518454,0.0,0.9975,0.00015573947298356123,0.002191943224841201,0.0,0.0,0.0,0.0024999999999999467,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.0024999999999999467,0.0,0.0,0.0,0.9975,2015,argentina,max_diagonal,7
0.9628032419192822,0.0,0.0,0.0,0.0,0.03719675808071766,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949449359090088,0.0,0.0,0.005055064090991213,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9780118140032867,0.021988185996713254,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0002596630729466401,0.0011129088683011136,0.9975,0.00021929659892043143,0.0009081314598317539,0.0,0.0,0.0,0.0,0.0,0.002499999999999947,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.0,0.9975,2016,argentina,max_diagonal,7
0.9632944413161106,0.0,0.0,0.0,0.0,0.036705558683889576,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949555434585375,0.0,0.0,0.0050444565414625026,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9761402981132326,0.023859701886767497,0.0,0.0,0.0,0.0,0.0,0.00027001006474075106,0.0019324236655520327,0.9975,0.00020973118241237714,8.78350872947904e-05,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999999999467,0.0,0.9975,2017,argentina,max_diagonal,7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.003066628470169981,0.004745131937100829,0.0,0.0,0.0,0.003529318138997627,0.0015303353394132465,0.9871285861143183,1999,bahamas,max_diagonal,4
0.985,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.001946917138962251,0.9823588068541429,0.0,0.0,6.13873697469518e-05,0.0075,0.0006328886371478662,0.0075,0.0,0.0,1.0,0.0,0.0,-6.529472642889705e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973987295592748,0.002601270440725183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.99,0.002500000000000009,0.0,0.0,0.0,0.0,0.0,0.0011555362993626596,0.0,0.9988444637006374,2001,bahamas,max_diagonal,4
0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,4.770245097633489e-16,0.0,0.9997213321621986,0.0,0.0,0.0,0.0,0.0,0.000278667837801376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.9770821687405259,0.0013015196701649048,0.02161631158930916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2002,bahamas,max_diagonal,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.565197162635485e-18,6.782811557705608e-06,0.0,0.0,0.0,0.0005005908460642427,0.00060084455021265,0.9988917817921654,2003,bahamas,max_diagonal,4
0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.2582549823552365e-20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004230323512789326,0.0,0.0,5.421010862427522e-20,0.003276873350626826,0.0006726872988998513,0.991820115837684,2004,bahamas,max_diagonal,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998001937165049,0.0,0.0,0.0,0.0019980628349509197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.3644264357886334e-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0816681711721685e-17,0.0005356233058054064,0.0,0.0,6.116738403017327e-20,0.0075,4.945557537790212e-05,0.9919149211188166,2005,bahamas,max_diagonal,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959522270203487,0.0,0.0,0.0,0.004047772979651352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.444062495852313e-17,0.0022501585019001112,0.0,0.0,0.0,0.0075,0.00022032540789116865,0.9900295160902086,2006,bahamas,max_diagonal,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.383416794626285e-17,0.001534124230654519,0.0,0.0,6.228698959376497e-20,0.006460131513960222,0.00046690179990519724,0.99153884245548,2007,bahamas,max_diagonal,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018182944132711094,0.9790791778368887,0.0,0.0,1.0842021724855044e-19,0.0,0.0007705768399342073,0.018331950909905956,1.6634061119653864e-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022871194093279996,0.0,0.0,0.0,0.0,0.97712880590672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.168404344971009e-19,0.0,1.0,2008,bahamas,max_diagonal,6
0.9999999999999974,0.0,0.0,0.0,0.0,0.0,0.0,2.5396351688300456e-15,0.0,0.9840296665780776,0.0,0.0,3.9598034060139e-19,0.0,0.0009215950071121955,0.01504873841481025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8923833725466764,0.0,0.10761662745332354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009,bahamas,max_diagonal,12
0.9230769230769224,0.022558775831295758,0.0,0.0,0.0,0.0,0.0063775951035627085,0.04798670598821922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.186240451138876e-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9369093110681171,0.0,0.06309068893188285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.209944447028604e-18,1.0,2010,bahamas,max_diagonal,10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806476883818739,0.0,0.0,0.0,0.0,0.0,0.019352311618126092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.360326995643354e-20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.117533883134068e-16,0.0,0.0,0.0,0.0,0.9611220800417601,0.0,0.03887791995823933,0.0,0.0,0.0,0.0,0.0,0.0,0.9992653188071859,0.000734681192814023,2.873135757086586e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,bahamas,max_diagonal,8
0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.007499999999999999,0.0,0.9925,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.9878400493587897e-34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997693952375806,0.0,0.0,0.00023060476241944933,0.001421071820248108,0.005765405910141124,0.0,0.0,7.282353988648407e-06,0.9840215757663456,0.0012846641492764268,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.9925,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,4.4181238528784306e-18,1.0,2012,bahamas,max_diagonal,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943093091652591,0.0,0.0,0.0,-8.673617379884035e-19,0.0,0.0056906908347409205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.705825702401335e-16,0.0,0.0,0.0,0.0,0.9496549289180743,8.429592377607822e-05,0.05026077515814891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013,bahamas,max_diagonal,8
0.9999999999999989,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,1.072000498992259e-15,0.0,0.9967740265716911,0.0,0.0,0.0,0.0,0.0,0.0032259734283088437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5354626329682138e-22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.938893903907228e-18,0.0,0.0034975830931405724,0.0,0.0,0.0,0.9889324946606505,6.992224620890694e-05,0.007500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0178836327811037e-36,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,1.0,2014,bahamas,max_diagonal,4
0.9999999999999927,0.0,0.0,0.0,0.0,0.0,0.0,7.281501790412648e-15,0.0,0.9862744674209496,0.0,0.0,0.0,0.0,0.0,0.01372553257905038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.067315108289651e-21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851876672067902,-4.336808689942018e-19,0.014812332793209811,0.0,0.0,0.0,0.0,0.0,0.0,0.9920396838613477,0.007960316138652375,0.0,2.3562581427030257e-18,0.0,0.0,2.898663676508404e-20,0.0,0.0,1.0,2015,bahamas,max_diagonal,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.41289193486649e-16,0.001004953416925663,0.0,0.0,3.136341392301208e-20,0.0062347273333063485,0.00043544172180641917,0.9923248775279613,2016,bahamas,max_diagonal,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.122867853726618e-16,0.9907195950738472,0.0,0.0,0.0,0.0009907366155175279,0.0007896683106350968,0.0075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.762425426806516e-20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999176466926556,0.0,8.23533073444602e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.996012459032852e-34,5.963111948670274e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017,bahamas,max_diagonal,4
