iso_alpha_3,year,frac_agrc_no_till_cereals,frac_agrc_no_till_fibers,frac_agrc_no_till_other_annual,frac_agrc_no_till_pulses,frac_agrc_no_till_tubers,frac_agrc_no_till_vegetables_and_vines
AFG,2018,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2019,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2020,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2021,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2022,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2023,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2024,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2025,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2026,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2027,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2028,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2029,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2030,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2031,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2032,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2033,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2034,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2035,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2036,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2037,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2038,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2039,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2040,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2041,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2042,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2043,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2044,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2045,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2046,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2047,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2048,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2049,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AFG,2050,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
AGO,2010,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2011,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2012,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2013,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2014,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2015,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2016,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2017,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2018,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2019,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2020,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2021,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2022,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2023,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2024,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2025,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2026,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2027,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2028,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2029,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2030,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2031,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2032,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2033,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2034,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2035,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2036,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2037,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2038,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2039,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2040,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2041,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2042,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2043,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2044,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2045,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2046,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2047,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2048,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2049,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
AGO,2050,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
ALB,2010,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2011,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2012,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2013,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2014,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2015,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2016,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2017,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2018,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2019,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2020,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2021,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2022,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2023,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2024,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2025,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2026,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2027,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2028,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2029,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2030,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2031,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2032,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2033,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2034,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2035,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2036,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2037,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2038,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2039,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2040,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2041,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2042,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2043,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2044,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2045,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2046,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2047,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2048,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2049,0.05,0.05,0.05,0.05,0.05,0.05
ALB,2050,0.05,0.05,0.05,0.05,0.05,0.05
AND,2010,0.05,0.05,0.05,0.05,0.05,0.05
AND,2011,0.05,0.05,0.05,0.05,0.05,0.05
AND,2012,0.05,0.05,0.05,0.05,0.05,0.05
AND,2013,0.05,0.05,0.05,0.05,0.05,0.05
AND,2014,0.05,0.05,0.05,0.05,0.05,0.05
AND,2015,0.05,0.05,0.05,0.05,0.05,0.05
AND,2016,0.05,0.05,0.05,0.05,0.05,0.05
AND,2017,0.05,0.05,0.05,0.05,0.05,0.05
AND,2018,0.05,0.05,0.05,0.05,0.05,0.05
AND,2019,0.05,0.05,0.05,0.05,0.05,0.05
AND,2020,0.05,0.05,0.05,0.05,0.05,0.05
AND,2021,0.05,0.05,0.05,0.05,0.05,0.05
AND,2022,0.05,0.05,0.05,0.05,0.05,0.05
AND,2023,0.05,0.05,0.05,0.05,0.05,0.05
AND,2024,0.05,0.05,0.05,0.05,0.05,0.05
AND,2025,0.05,0.05,0.05,0.05,0.05,0.05
AND,2026,0.05,0.05,0.05,0.05,0.05,0.05
AND,2027,0.05,0.05,0.05,0.05,0.05,0.05
AND,2028,0.05,0.05,0.05,0.05,0.05,0.05
AND,2029,0.05,0.05,0.05,0.05,0.05,0.05
AND,2030,0.05,0.05,0.05,0.05,0.05,0.05
AND,2031,0.05,0.05,0.05,0.05,0.05,0.05
AND,2032,0.05,0.05,0.05,0.05,0.05,0.05
AND,2033,0.05,0.05,0.05,0.05,0.05,0.05
AND,2034,0.05,0.05,0.05,0.05,0.05,0.05
AND,2035,0.05,0.05,0.05,0.05,0.05,0.05
AND,2036,0.05,0.05,0.05,0.05,0.05,0.05
AND,2037,0.05,0.05,0.05,0.05,0.05,0.05
AND,2038,0.05,0.05,0.05,0.05,0.05,0.05
AND,2039,0.05,0.05,0.05,0.05,0.05,0.05
AND,2040,0.05,0.05,0.05,0.05,0.05,0.05
AND,2041,0.05,0.05,0.05,0.05,0.05,0.05
AND,2042,0.05,0.05,0.05,0.05,0.05,0.05
AND,2043,0.05,0.05,0.05,0.05,0.05,0.05
AND,2044,0.05,0.05,0.05,0.05,0.05,0.05
AND,2045,0.05,0.05,0.05,0.05,0.05,0.05
AND,2046,0.05,0.05,0.05,0.05,0.05,0.05
AND,2047,0.05,0.05,0.05,0.05,0.05,0.05
AND,2048,0.05,0.05,0.05,0.05,0.05,0.05
AND,2049,0.05,0.05,0.05,0.05,0.05,0.05
AND,2050,0.05,0.05,0.05,0.05,0.05,0.05
ARE,2010,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2011,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2012,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2013,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2014,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2015,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2016,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2017,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2018,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2019,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2020,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2021,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2022,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2023,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2024,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2025,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2026,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2027,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2028,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2029,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2030,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2031,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2032,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2033,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2034,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2035,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2036,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2037,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2038,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2039,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2040,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2041,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2042,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2043,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2044,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2045,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2046,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2047,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2048,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2049,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARE,2050,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995
ARG,2010,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443
ARG,2011,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443
ARG,2012,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443
ARG,2013,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443,0.8102419210368443
ARG,2014,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2015,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2016,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2017,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2018,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2019,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2020,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2021,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2022,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2023,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2024,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2025,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2026,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2027,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2028,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2029,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2030,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2031,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2032,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2033,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2034,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2035,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2036,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2037,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2038,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2039,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2040,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2041,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2042,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2043,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2044,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2045,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2046,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2047,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2048,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2049,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
ARG,2050,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405,0.8302932787856405
